kanji,jlpt,onyomi,kunyomi,meanings
款,N1,kan カン,,"goodwill, article, section, friendship, collusion"
閲,N1,etsu エツ,kemi(suru) けみ(する),"review, inspection, revision"
雀,N1,"jaku
jan
saku
shaku ジャク
ジャン
サク
シャク",suzume すずめ,sparrow
偵,N1,tei テイ,,spy
喝,N1,katsu カツ,,"hoarse, scold"
敢,N1,kan カン,a(ete) あ(えて),"daring, brave, bold, sad, tragic, pitiful"
畠,N1,,"hatake
hata はたけ
はた","field, farm, garden, (kokuji)"
胎,N1,tai タイ,,"womb, uterus"
酵,N1,kou コウ,,fermentation
憤,N1,fun フン,ikidoo(ru) いきどお(る),"aroused, resent, be indignant, anger"
豚,N1,ton トン,buta ぶた,"pork, pig"
遮,N1,sha シャ,saegi(ru) さえぎ(る),"intercept, interrupt, obstruct"
扉,N1,hi ヒ,tobira とびら,"front door, title page, front page"
硫,N1,ryuu リュウ,,sulphur
赦,N1,sha シャ,yuru(su) ゆる(す),"pardon, forgiveness"
挫,N1,"za
sa ザ
サ",kuji(ku) くじ(く),"crush, break, sprain, discourage"
窃,N1,setsu セツ,"nusu(mu)
hiso(ka) ぬす(む)
ひそ(か)","stealth, steal, secret, private, hushed"
泡,N1,hou ホウ,awa あわ,"bubbles, foam, suds, froth"
瑞,N1,"zui
sui ズイ
スイ","mizu-
shirushi みず-
しるし",congratulations
又,N1,yuu ユウ,"mata
mata-
mata(no-) また
また-
また(の-)","or again, furthermore, on the other hand"
慨,N1,gai ガイ,nage(ku) なげ(く),"rue, be sad, sigh, lament"
紡,N1,bou ボウ,tsumu(gu) つむ(ぐ),spinning
恨,N1,kon コン,"ura(mu)
ura(meshii) うら(む)
うら(めしい)","regret, bear a grudge, resentment, malice, hatred"
肪,N1,bou ボウ,,"obese, fat"
扶,N1,fu フ,tasu(keru) たす(ける),"aid, help, assist"
戯,N1,"gi
ge ギ
ゲ","tawamu(reru)
za(reru)
ja(reru) たわむ(れる)
ざ(れる)
じゃ(れる)","frolic, play, sport"
伍,N1,go ゴ,itsutsu いつつ,"five, five-man squad, file, line"
忌,N1,ki キ,"i(mu)
i(mi)
i(mawashii) い(む)
い(み)
い(まわしい)","mourning, abhor, detestable, death anniversary"
濁,N1,"daku
joku ダク
ジョク",nigo(ru) にご(る),"voiced, uncleanness, wrong, nigori, impurity"
奔,N1,hon ホン,hashi(ru) はし(る),"run, bustle"
斗,N1,"to
tou ト
トウ",,"Big Dipper, ten sho (vol), sake dipper, dots and cross radical (no. 68)"
蘭,N1,"ran
ra ラン
ラ",,"orchid, Holland"
蒲,N1,"ho
bo
fu
bu ホ
ボ
フ
ブ","gama
kaba
kama がま
かば
かま","bullrush, flag, cattail"
迅,N1,jin ジン,,"swift, fast"
肖,N1,shou ショウ,ayaka(ru) あやか(る),resemblance
鉢,N1,"hachi
hatsu ハチ
ハツ",,"bowl, rice tub, pot, crown"
朽,N1,kyuu キュウ,ku(chiru) く(ちる),"decay, rot, remain in seclusion"
殻,N1,"kaku
koku
bai カク
コク
バイ","kara
gara から
がら","husk, nut shell"
享,N1,"kyou
kou キョウ
コウ",u(keru) う(ける),"enjoy, receive, undergo, answer (phone), take, get, catch"
秦,N1,shin シン,hata はた,"Manchu dynasty, name given to naturalized foreigners"
茅,N1,"bou
myou ボウ
ミョウ","kaya
chigaya かや
ちがや",miscanthus reed
藩,N1,han ハン,,"clan, enclosure"
沙,N1,"sa
sha サ
シャ","suna
yonageru すな
よなげる",sand
輔,N1,"ho
fu ホ
フ",tasu(keru) たす(ける),help
媒,N1,bai バイ,nakoudo なこうど,"mediator, go-between"
鶏,N1,kei ケイ,"niwatori
tori にわとり
とり",chicken
禅,N1,"zen
sen ゼン
セン","shizuka
yuzu(ru) しずか
ゆず(る)","Zen, silent meditation"
嘱,N1,shoku ショク,"shoku(suru)
tano(mu) しょく(する)
たの(む)","entrust, request, send a message"
胴,N1,dou ドウ,,"trunk, torso, hull (ship), hub of wheel"
粕,N1,haku ハク,kasu かす,"scrap, waste"
冨,N1,"fu
fuu フ
フウ","to(mu)
tomi と(む)
とみ","enrich, wealthy, abundant"
迭,N1,tetsu テツ,,"transfer, alternation"
挿,N1,sou ソウ,"sa(su)
hasa(mu) さ(す)
はさ(む)","insert, put in, graft, wear (sword)"
湘,N1,shou ショウ,,"name of Chinese river, the Sagami river"
嵐,N1,ran ラン,arashi あらし,"storm, tempest"
椎,N1,"tsui
sui ツイ
スイ","tsuchi
u(tsu) つち
う(つ)","chinquapin, mallet, spine"
灘,N1,"tan
dan タン
ダン","nada
se なだ
せ",open sea
堰,N1,en エン,"seki
se(ku) せき
せ(く)","dam, prevent, stop up"
獅,N1,shi シ,shishi しし,lion
姜,N1,"kyou
ga キョウ
ガ",kou こう,"Chinese surname, ginger"
絹,N1,ken ケン,kinu きぬ,silk
陪,N1,bai バイ,,"obeisance, follow, accompany, attend on"
剖,N1,bou ボウ,,divide
譜,N1,fu フ,,"musical score, music, note, staff, table, genealogy"
郁,N1,iku イク,,"cultural progress, perfume"
悠,N1,yuu ユウ,,"permanence, distant, long time, leisure"
淑,N1,shuku シュク,shito(yaka) しと(やか),"graceful, gentle, pure"
帆,N1,han ハン,ho ほ,sail
暁,N1,"gyou
kyou ギョウ
キョウ","akatsuki
sato(ru) あかつき
さと(る)","daybreak, dawn, in the event"
鷲,N1,"shuu
ju シュウ
ジュ",washi わし,eagle
傑,N1,ketsu ケツ,sugu(reru) すぐ(れる),"greatness, excellence"
楠,N1,"nan
dan
zen
nen ナン
ダン
ゼン
ネン","kusu
kusunoki くす
くすのき",camphor tree
笛,N1,teki テキ,fue ふえ,"flute, clarinet, pipe, whistle, bagpipe, piccolo"
芥,N1,"kai
ke カイ
ケ","karashi
gomi
akuta からし
ごみ
あくた","mustard, rape, dust, trash, rubbish"
其,N1,"ki
gi
go キ
ギ
ゴ","sore
sono それ
その",that
玲,N1,rei レイ,,sound of jewels
奴,N1,do ド,"yatsu
yakko やつ
やっこ","guy, slave, manservant, fellow"
錠,N1,jou ジョウ,,"lock, fetters, shackles"
拳,N1,"ken
gen ケン
ゲン",kobushi こぶし,fist
翔,N1,shou ショウ,"kake(ru)
to(bu) かけ(る)
と(ぶ)","soar, fly"
遷,N1,sen セン,"utsu(ru)
miyakogae うつ(る)
みやこがえ","transition, move, change"
拙,N1,setsu セツ,tsutana(i) つたな(い),"bungling, clumsy, unskillful"
侍,N1,"ji
shi ジ
シ","samu(rai)
habe(ru) さむらい
はべ(る)","waiter, samurai, wait upon, serve"
尺,N1,"shaku
seki シャク
セキ",sashi さし,"shaku, Japanese foot, measure, scale, rule"
峠,N1,,touge とうげ,"mountain peak, mountain pass, climax, crest, (kokuji)"
篤,N1,toku トク,atsu(i) あつ(い),"fervent, kind, cordial, serious, deliberate"
肇,N1,"chou
jou
tou チョウ
ジョウ
トウ","haji(meru)
hajime はじ(める)
はじめ",beginning
渇,N1,katsu カツ,kawa(ku) かわ(く),"thirst, dry up, parch"
榎,N1,ka カ,enoki えのき,"lotus tree, nettle tree, hackberry"
劉,N1,"ryuu
ru リュウ
ル",koro(su) ころ(す),"weapon of war, logging axe, kill en masse, peeling (paint off a wall, etc), sparse, faded"
幡,N1,"man
han
ban
hon マン
ハン
バン
ホン",hata はた,flag
諏,N1,"shu
su シュ
ス","sou
haka(ru) そう
はか(る)",consult
叔,N1,shuku シュク,,"uncle, youth"
雌,N1,shi シ,"me-
mesu
men め-
めす
めん","feminine, female"
亨,N1,"kou
kyou
hou コウ
キョウ
ホウ",too(ru) とお(る),"pass through, go smoothly"
堪,N1,"kan
tan カン
タン","ta(eru)
tama(ru)
kora(eru)
kota(eru) た(える)
たま(る)
こら(える)
こた(える)","withstand, endure, support, resist"
叙,N1,jo ジョ,"tsui(zu)
tsuide つい(ず)
ついで","confer, relate, narrate, describe"
酢,N1,saku サク,su す,"vinegar, sour, acid, tart"
吟,N1,gin ギン,,"versify, singing, recital"
逓,N1,tei テイ,"kawa(ru)
tagaini かわ(る)
たがいに","relay, in turn, sending"
痕,N1,kon コン,ato あと,"mark, foot print"
嶺,N1,"rei
ryou レイ
リョウ",mine みね,"peak, summit"
袖,N1,shuu シュウ,sode そで,"sleeve, wing (building), extension, give cold shoulder"
甚,N1,jin ジン,"hanaha(da)
hanaha(dashii) はなは(だ)
はなは(だしい)","tremendously, very, great, exceedingly"
喬,N1,kyou キョウ,taka(i) たか(い),"high, boasting"
崔,N1,"gai
sai
sui ガイ
サイ
スイ",gake がけ,"cliff, bluff, precipice"
妖,N1,you ヨウ,"aya(shii)
nama(meku)
wazawa(i) あや(しい)
なま(めく)
わざわ(い)","attractive, bewitching, calamity"
琵,N1,"bi
hi ビ
ヒ",,"glissando on strings, lute"
琶,N1,"ha
be
wa ハ
ベ
ワ",,lute
聯,N1,ren レン,"tsura(naru)
tsura(neru) つら(なる)
つら(ねる)","party, gang, clique"
蘇,N1,"so
su ソ
ス",yomigae(ru) よみがえ(る),"be resuscitated, revived, perilla, shiso"
闇,N1,"an
on アン
オン","yami
kura(i) やみ
くら(い)","get dark, gloom, disorder"
崇,N1,suu スウ,aga(meru) あが(める),"adore, respect, revere, worship"
漆,N1,shitsu シツ,urushi うるし,"lacquer, varnish, seven"
岬,N1,kou コウ,misaki みさき,"headland, cape, spit, promontory"
癖,N1,heki ヘキ,"kuse
kuse(ni) くせ
くせ(に)","mannerism, habit, vice, trait, fault, kink"
愉,N1,yu ユ,"tano(shii)
tano(shimu) たの(しい)
たの(しむ)","pleasure, happy, rejoice"
寅,N1,in イン,tora とら,"sign of the tiger, 3-5AM, third sign of Chinese zodiac"
捉,N1,"soku
saku ソク
サク",tora(eru) とら(える),"catch, capture"
礁,N1,shou ショウ,,"reef, sunken rock"
乃,N1,"nai
dai
no
ai ナイ
ダイ
ノ
アイ","no
sunawa(chi)
nanji の
すなわ(ち)
なんじ","from, possessive particle, whereupon, accordingly"
洲,N1,"shuu
su シュウ
ス",shima しま,"continent, sandbar, island, country"
屯,N1,ton トン,tamuro たむろ,"barracks, police station, camp, ton"
樽,N1,son ソン,taru たる,"barrel, cask, keg"
樺,N1,ka カ,"kaba
kanba かば
かんば","birch, dark red"
槙,N1,"ten
shin テン
シン","maki
kozue まき
こずえ","twig, ornamental evergreen"
薩,N1,"satsu
sachi サツ
サチ",,"salvation, Buddha"
姻,N1,in イン,,"matrimony, marry"
巌,N1,gan ガン,"iwa
iwao
kewa(shii) いわ
いわお
けわ(しい)","rock, crag, boulder"
淀,N1,"ten
den テン
デン",yodo(mu) よど(む),"pool, eddy"
麹,N1,kiku キク,kouji こうじ,"malt, yeast"
賭,N1,to ト,"ka(keru)
kake か(ける)
かけ","gamble, wager, bet"
擬,N1,gi ギ,"maga(i)
modo(ki) まが(い)
もど(き)","mimic, aim (a gun) at, nominate, imitate"
塀,N1,"hei
bei ヘイ
ベイ",,"fence, wall, (kokuji)"
唇,N1,shin シン,kuchibiru くちびる,lips
睦,N1,"boku
moku ボク
モク","mutsu(majii)
mutsu(mu)
mutsu(bu) むつ(まじい)
むつ(む)
むつ(ぶ)","intimate, friendly, harmonious"
閑,N1,kan カン,,leisure
胡,N1,"u
ko
go ウ
コ
ゴ",nanzo なんぞ,"barbarian, foreign"
幽,N1,yuu ユウ,"fuka(i)
kasu(ka)
kura(i)
shiro(i) ふか(い)
かす(か)
くら(い)
しろ(い)","seclude, confine to a room, deep, profound, secluded, faint, dark, tranquil, calm"
峻,N1,shun シュン,"kewa(shii)
taka(i) けわ(しい)
たか(い)","high, steep"
曹,N1,"sou
zou ソウ
ゾウ",,"office, official, comrade, fellow"
哨,N1,shou ショウ,mihari みはり,"scout, sentinel"
詠,N1,ei エイ,"yo(mu)
uta(u) よ(む)
うた(う)","recitation, poem, song, composing"
炒,N1,"sou
shou ソウ
ショウ","i(ru)
ita(meru) い(る)
いた(める)","broil, parch, roast, fry"
屏,N1,"hei
byou ヘイ
ビョウ","oo(u)
shirizo(ku)
byou(bu) おお(う)
しりぞ(く)
びょう(ぶ)","wall, fence"
卑,N1,hi ヒ,iya(shii) いや(しい),"lowly, base, vile, vulgar, despise"
侮,N1,bu ブ,anado(ru) あなど(る),"scorn, despise, make light of, contempt"
鋳,N1,"chuu
i
shu
shuu チュウ
イ
シュ
シュウ",i(ru) い(る),"casting, mint"
抹,N1,matsu マツ,,"rub, paint, erase"
尉,N1,"i
jou イ
ジョウ",,"military officer, jailer, old man, rank"
槻,N1,ki キ,tsuki つき,Zelkova tree
隷,N1,rei レイ,"shitaga(u)
shimobe したが(う)
しもべ","slave, servant, prisoner, criminal, follower"
禍,N1,ka カ,kazawai わざわい,"calamity, misfortune, evil, curse"
蝶,N1,chou チョウ,,butterfly
酪,N1,raku ラク,,"dairy products, whey, broth, fruit juice"
茎,N1,"kei
kyou ケイ
キョウ",kuki くき,"stalk, stem"
汎,N1,"han
bu
fuu
hou
hon ハン
ブ
フウ
ホウ
ホン","tadayo(u)
hiro(i) ただよ(う)
ひろ(い)",pan-
頃,N1,"kei
kyou ケイ
キョウ","koro
goro
shibara(ku) ころ
ごろ
しばら(く)","time, about, toward"
帥,N1,sui スイ,,"commander, leading troops, governor"
梁,N1,ryou リョウ,"hari
utsubari
uchibari
yana
hashi はり
うつばり
うちばり
やな
はし","weir, fish trap, beam, girder"
逝,N1,sei セイ,"yu(ku)
i(ku) ゆ(く)
い(く)","departed, die"
汽,N1,ki キ,,"vapor, steam"
謎,N1,"mei
bei メイ
ベイ",nazo なぞ,"riddle, puzzle, enigma, hint, tip"
琢,N1,taku タク,miga(ku) みが(く),polish
箕,N1,ki キ,mi み,winnowing
匿,N1,toku トク,kakuma(u) かくま(う),"hide, shelter, shield"
爪,N1,sou ソウ,"tsume
tsuma- つめ
つま-","claw, nail, talon"
芭,N1,"ba
ha バ
ハ",,banana
逗,N1,"tou
zu トウ
ズ",todo(maru) とど(まる),stop
苫,N1,sen セン,toma とま,rush matting
鍵,N1,ken ケン,kagi かぎ,key
襟,N1,kin キン,eri えり,"collar, neck, lapel, one's inner feelings"
蛍,N1,kei ケイ,hotaru ほたる,"lightning-bug, firefly"
楢,N1,"shuu
yuu シュウ
ユウ",nara なら,oak
蕉,N1,shou ショウ,,"banana, plantain"
兜,N1,"tou
to トウ
ト",kabuto かぶと,"helmet, head piece"
寡,N1,ka カ,,"widow, minority, few"
琉,N1,"ryuu
ru リュウ
ル",,"precious stone, gem, lapis lazuli"
痢,N1,ri リ,,diarrhea
庸,N1,you ヨウ,,"commonplace, ordinary, employment"
朋,N1,hou ホウ,tomo とも,"companion, friend"
坑,N1,kou コウ,,"pit, hole"
姑,N1,ko コ,"shuutome
shuuto
oba
shibaraku しゅうとめ
しゅうと
おば
しばらく",mother-in-law
烏,N1,"u
o ウ
オ","karasu
izukunzo
nanzo からす
いずくんぞ
なんぞ","crow, raven"
藍,N1,ran ラン,ai あい,indigo
僑,N1,kyou キョウ,,"expatriate, person living abroad, temporary home"
賊,N1,zoku ゾク,,"burglar, rebel, traitor, robber"
搾,N1,saku サク,shibo(ru) しぼ(る),squeeze
奄,N1,en エン,"oo(u)
tachimachi おお(う)
たちまち","cover, suffocate, obstruct"
臼,N1,"kyuu
gu キュウ
グ","usu
usudzu(ku) うす
うすづ(く)",mortar
畔,N1,han ハン,"aze
kuro
hotori あぜ
くろ
ほとり","paddy ridge, levee"
遼,N1,ryou リョウ,,distant
唄,N1,bai バイ,"uta
uta(u) うた
うた(う)","song, ballad"
孔,N1,"kou
ku コウ
ク",ana あな,"cavity, hole, slit, very, great, exceedingly"
橘,N1,kitsu キツ,tachibana たちばな,mandarin orange
漱,N1,"sou
shuu
su ソウ
シュウ
ス","kuchisusu(gu)
kuchisoso(gu)
ugai
susu(gu) くちすす(ぐ)
くちそそ(ぐ)
うがい
すす(ぐ)","gargle, rinse mouth"
呂,N1,"ro
ryo ロ
リョ",sebone せぼね,"spine, backbone"
桧,N1,kai カイ,"hinoki
hi ひのき
ひ",Japanese cypress
拷,N1,gou ゴウ,,"torture, beat"
宋,N1,sou ソウ,,"dwell, Sung dynasty"
嬢,N1,jou ジョウ,musume むすめ,"lass, girl, Miss, daughter"
苑,N1,"en
on エン
オン","sono
u(tsu) その
う(つ)","garden, farm, park"
巽,N1,son ソン,tatsumi たつみ,southeast
杜,N1,"to
tou
zu ト
トウ
ズ","mori
fusa(gu)
yamanashi もり
ふさ(ぐ)
やまなし","woods, grove"
渓,N1,kei ケイ,"tani
tanigawa たに
たにがわ","mountain stream, valley"
翁,N1,ou オウ,okina おきな,venerable old man
藝,N1,"gei
un ゲイ
ウン","u(eru)
nori
waza う(える)
のり
わざ","art, craft, performance, acting, trick, stunt"
廉,N1,ren レン,,"bargain, reason, charge, suspicion, point, account, purity"
牙,N1,"ga
ge ガ
ゲ","kiba
ha きば
は","tusk, fang, tusk radical (no. 92)"
謹,N1,kin キン,tsutsushi(mu) つつし(む),"discreet, reverently, humbly"
瞳,N1,"dou
tou ドウ
トウ",hitomi ひとみ,pupil (of eye)
湧,N1,"yuu
you
yu ユウ
ヨウ
ユ",wa(ku) わ(く),"boil, ferment, seethe, uproar, breed"
欣,N1,"kin
gon
kon キン
ゴン
コン",yoroko(bu) よろこ(ぶ),"take pleasure in, rejoice"
窯,N1,you ヨウ,kama かま,"kiln, oven, furnace"
褒,N1,hou ホウ,ho(meru) ほ(める),"praise, extol"
醜,N1,shuu シュウ,"miniku(i)
shiko みにく(い)
しこ","ugly, unclean, shame, bad looking"
魏,N1,gi ギ,taka(i) たか(い),"high, large, Kingdom of Wei"
篇,N1,hen ヘン,,"volume, chapter, book, editing, compilation"
升,N1,shou ショウ,masu ます,"measuring box, 1.8 liter"
此,N1,shi シ,"kore
kono
koko これ
この
ここ","this, current, next, coming, last, past"
峯,N1,hou ホウ,"mine
ne みね
ね","peak, summit"
殉,N1,jun ジュン,,"martyrdom, follow by resigning"
煩,N1,"han
bon ハン
ボン","wazura(u)
urusa(garu) わずら(う)
うるさ(がる)","anxiety, trouble, worry, pain, ill, annoy, nuisance, irksome"
巴,N1,ha ハ,"tomoe
uzumaki ともえ
うずまき",comma-design
禎,N1,tei テイ,saiwa(i) さいわ(い),"happiness, blessed, good fortune, auspicious"
枕,N1,"chin
shin チン
シン",makura まくら,pillow
劾,N1,gai ガイ,,"censure, criminal investigation"
菩,N1,bo ボ,,"kind of grass, sacred tree"
堕,N1,da ダ,"o(chiru)
kuzu(su) お(ちる)
くず(す)","degenerate, descend to, lapse into"
丼,N1,"ton
tan
shou
sei トン
タン
ショウ
セイ",donburi どんぶり,"bowl, bowl of food"
租,N1,so ソ,,"tariff, crop tax, borrowing"
檜,N1,kai カイ,"hinoki
hi ひのき
ひ",Japanese cypress
稜,N1,"ryou
rou リョウ
ロウ","itsu
kado いつ
かど","angle, edge, corner, power, majesty"
牟,N1,"bou
mu ボウ
ム",,"pupil (eye), moo (cow sound)"
桟,N1,"san
sen サン
セン",kakehashi かけはし,"scaffold, cleat, frame, jetty, bolt (door)"
榊,N1,,sakaki さかき,"sacred Shinto tree, (kokuji)"
錫,N1,"seki
shaku セキ
シャク","suzu
tama(u) すず
たま(う)","copper, tin"
荏,N1,"jin
nin ジン
ニン",,"bean, perilla, herb, soft, pliable"
惧,N1,"ku
gu ク
グ",oso(reru) おそ(れる),"fear, be afraid of, dread"
倭,N1,"wa
i ワ
イ","yamato
shitaga(u) やまと
したが(う)","Yamato, ancient Japan"
婿,N1,sei セイ,muko むこ,"bridegroom, son-in-law"
慕,N1,bo ボ,shita(u) した(う),"pining, yearn for, love dearly, adore"
廟,N1,"byou
myou ビョウ
ミョウ","tamaya
mitamaya
yashiro たまや
みたまや
やしろ","mausoleum, shrine, palace"
銚,N1,"chou
you チョウ
ヨウ",nabe なべ,sake bottle
斐,N1,"hi
i ヒ
イ",,"beautiful, patterned"
罷,N1,hi ヒ,"maka(ri-)
ya(meru) まか(り-)
や(める)","quit, stop, leave, withdraw, go"
矯,N1,kyou キョウ,ta(meru) た(める),"rectify, straighten, correct, reform, cure, control, pretend, falsify"
某,N1,bou ボウ,"soregashi
nanigashi それがし
なにがし","so-and-so, one, a certain, that person"
囚,N1,shuu シュウ,tora(wareru) とら(われる),"captured, criminal, arrest, catch"
魁,N1,kai カイ,"sakigake
kashira さきがけ
かしら",charging ahead of others
薮,N1,sou ソウ,yabu やぶ,"thicket, bush, underbrush, grove"
虹,N1,kou コウ,niji にじ,rainbow
